Abstract,True Title,Predicted Title,ROUGE Score,BLEU Score
"  We introduce a cumulant expansion to parameterize possible initial conditionsin relativistic heavy ion collisions. We show that the cumulant expansionconverges and that it can systematically reproduce the results of Glauber typeinitial conditions. At third order in the gradient expansion, the cumulantscharacterize the triangularity $<r^3 \cos3(\phi - \psi_{3,3})>$ and the dipoleasymmetry $<r^3 \cos(\phi- \psi_{1,3})>$ of the initial entropy distribution.We show that for mid-peripheral collisions the orientation angle of the dipoleasymmetry $\psi_{1,3}$ has a $20%$ preference out of plane. This leads to asmall net $v_1$ out of plane. In peripheral and mid-central collisions theorientation angles $\psi_{1,3}$ and $\psi_{3,3}$ are strongly correlated. Westudy the ideal hydrodynamic response to these cumulants and determine theassociated $v_1/\epsilon_1$ and $v_3/\epsilon_3$ for a massless ideal gasequation of state. $v_1$ and $v_3$ develop towards the edge of the nucleus, andconsequently the final spectra are more sensitive to the viscous dynamics offreezeout. The hydrodynamic calculations for $v_3$ are compared to Alver andRoland fit of two particle correlation functions. Finally, we propose tomeasure the $v_1$ associated with the dipole asymmetry and the correlationsbetween $\psi_{1,3}$ and $\psi_{3,3}$ by measuring a two particle correlationwith respect to the participant plane, $<\cos(\phi_a - 3\phi_b + 2\Psi_{PP})>$.The hydrodynamic prediction for this correlation function is several timeslarger than a correlation currently measured by the STAR collaboration,$<\cos(\phi_a + \phi_\b - 2\Psi_{PP})>$.",E6SSM vs MSSM gluino phenomenology,The E6SSM: A new model for gluino cascaded chains,0.2857142857142857,0.5773502691896257
"  News reports shape the public perception of the critical social, politicaland economical events around the world. Yet, the way in which emergentphenomena are reported in the news makes the early prediction of such phenomenaa challenging task. We propose a scalable community-based probabilisticframework to model the spreading of news about events in online media. Ourapproach exploits the latent community structure in the global news media anduses the affiliation of the early adopters with a variety of communities toidentify the events widely reported in the news at the early stage of theirspread. The time complexity of our approach is linear in the number of newsreports. It is also amenable to efficient parallelization. To demonstrate thesefeatures, the inference algorithm is parallelized for message passing paradigmand tested on RPI Advanced Multiprocessing Optimized System (AMOS), one of thefastest Blue Gene/Q supercomputers in the world. Thanks to the community-levelfeatures of the early adopters, the model gains an improvement of 20% in theearly detection of the most massively reported events compared to thefeature-based machine learning algorithm. Its parallelization scheme achievesorders of magnitude speedup.","Heterogeneous Networked Data Recovery from Compressive Measurements
  Using a Copula Prior","Recovery of Compressed Sensors Using Belief-Propagation
  Principles",0.3157894736842105,0.4128713178810563
"  In the present paper, we study a toy cosmological model derived from thespecific behavior of the Hubble parameter and the scale factor in aspatially-flat Friedmann-Robertson-Walker (FRW) space-time. We demonstrate thatour model could match in some approximation the complete history of cosmicexpansion. To establish the appropriate values of the the model parameters,that is to fit the real universe, we apply some theoretical and observationaltests.",Refacing: reconstructing anonymized facial features using GANs,CycleGAN Unsupervised Image-to-imagetranslation for T1 MR Images,0.0,0
"  D3-branes are often a necessary ingredient in global compactifications ofF-theory. In minimal realizations of flavor hierarchies in F-theory GUT models,suitable fluxes are turned on, which in turn attract D3-branes to the Yukawapoints. Of particular importance are ``E-type'' Yukawa points, as they arerequired to realize a large top quark mass. In this paper we study theworldvolume theory of a D3-brane probing such an E-point. D3-brane probes ofisolated exceptional singularities lead to strongly coupled N = 2 CFTs of thetype found by Minahan and Nemeschansky. We show that the local data of anE-point probe theory determines an N = 1 deformation of the original N = 2theory which couples this strongly interacting CFT to a free hypermultiplet.Monodromy in the seven-brane configuration translates to a novel class ofdeformations of the CFT. We study how the probe theory couples to the StandardModel, determining the most relevant F-term couplings, the effect of the probeon the running of the Standard Model gauge couplings, as well as possiblesources of kinetic mixing with the Standard Model.","Generalized (kappa,mu)-Paracontact Metric Manifolds with xi(mu)=0","Local classification of generalized (kappa,mu)-Paracontact Metric Manifolds",0.631578947368421,0.4111336169005197
"  We present a Regge-inspired effective-Lagrangian framework for neutral-kaonphotoproduction from the deuteron. Quasi-free kaon production is investigatedusing the Regge-plus-resonance elementary operator within the relativisticplane-wave impulse approximation. The Regge-plus-resonance model was developedto describe photoinduced and electroinduced charged-kaon production offprotons. We show how this elementary operator can be transformed to account forthe production of neutral kaons from both protons and neutrons. Our resultscompare favourably to the sole 2H(gamma,K0)YN dataset published to date.","The turbulence velocity gradient tensor formed additively by normal and
  non-normal tensors",Strain eigenvector alignments for turbulence,0.1111111111111111,0.16490932887256968
"  this paper presents an enhancement of the medial axis algorithm to be usedfor finding the optimal shortest path for developed cognitive map. Thecognitive map has been developed, based on the architectural blueprint maps.The idea for using the medial-axis is to find main path central pixels; eachcenter pixel represents the center distance between two side boarder pixels.The need for these pixels in the algorithm comes from the need of building anetwork of nodes for the path, where each node represents a turning in the realworld (left, right, critical left, critical right...). The algorithm alsoignores from finding the center pixels paths that are too small for intelligentrobot navigation. The Idea of this algorithm is to find the possible shortestpath between start and end points. The goal of this research is to extract asimple, robust representation of the shape of the cognitive map together withthe optimal shortest path between start and end points. The intelligent robotwill use this algorithm in order to decrease the time that is needed forsweeping the targeted building.","Opening and reversible control of a wide energy gap in uniform monolayer
  graphene",Graphene without atomic defects in semiconductor devices,0.1,0.260899397956404
  In this work we introduce the concept of a quantum walk on a hypergraph. Weshow that the staggered quantum walk model is a special case of a quantum walkon a hypergraph.,Split Attractor Flow in N=2 Minimally Coupled Supergravity,"Stability region, marginal stability walls and splitractor flows for
  two-center extremal",0.09523809523809525,0
"  Phishing is a type of attack in which cyber criminals tricks the victims tosteal their personal and financial data. It has become an organized criminalactivity. Spoofed emails claiming to be from legitimate source are crafted in away to lead victims to reveal their personal, financial data by misdirectingthem to the counterfeit website.  This research paper presents a novel approach to combat the Phishing attacks.An approach is proposed where user will retrieve the one time password by SMSor by alternate email address. After receiving the one time password the webserver will create an encrypted token for the users computer or device forauthentication. The encrypted token will be used for identification, any timeuser wishes to access the website he or she must request the new password. Theone time password as name implies will expire after single use. The one timepassword and encrypted token is a smart way to tackle this problem.",Buckling of scroll waves,A simplified theory for the break-up of scroll wave turbulence,0.39999999999999997,0.3860973950960897
"  Existing semantically secure public-key searchable encryption schemes takesearch time linear with the total number of the ciphertexts. This makesretrieval from large-scale databases prohibitive. To alleviate this problem,this paper proposes Searchable Public-Key Ciphertexts with Hidden Structures(SPCHS) for keyword search as fast as possible without sacrificing semanticsecurity of the encrypted keywords. In SPCHS, all keyword-searchableciphertexts are structured by hidden relations, and with the search trapdoorcorresponding to a keyword, the minimum information of therelations isdisclosed to a search algorithm as the guidance to find all matchingciphertexts efficiently. We construct a simple SPCHS scheme from scratch inwhich the ciphertexts have a hidden star-like structure. We prove our scheme tobe semantically secure based on the decisional bilinear Diffie-Hellmanassumption in the Random Oracle (RO) model. The search complexity of our schemeis dependent on the actual number of the ciphertexts containing the queriedkeyword, rather than the number of all ciphertexts. Finally, we present ageneric SPCHS construction from anonymous identity-based encryption andcollision-free full-identity malleable Identity-Based Key EncapsulationMechanism (IBKEM) with anonymity. We illustrate two collision-freefull-identity malleable IBKEM instances, which are semantically secure andanonymous, respectively, in the RO and standard models. The latter instanceenables us to construct an SPCHS scheme with semantic security in the standardmodel.","Boolean Equi-propagation for Concise and Efficient SAT Encodings of
  Combinatorial Problems",BEE: Ben-Gurion Equi-propagation Encoder for Constraints,0.3,0.3302232277439296
  We discuss existence and regularity results for multi-channel images in thesetting of isotropic and anisotropic variants of the TV-model.,The switching effect of the side chain on quantum walks on triple graphs,On the effect of side chain on quantum propagation in a triple graph,0.6923076923076923,0.24712442545253582
"  This work focuses on a comparison between the performances of two well-knownSwarm algorithms: Cuckoo Search (CS) and Firefly Algorithm (FA), in estimatingthe parameters of Software Reliability Growth Models. This study is furtherreinforced using Particle Swarm Optimization (PSO) and Ant Colony Optimization(ACO). All algorithms are evaluated according to real software failure data,the tests are performed and the obtained results are compared to show theperformance of each of the used algorithms. Furthermore, CS and FA are alsocompared with each other on bases of execution time and iteration number.Experimental results show that CS is more efficient in estimating theparameters of SRGMs, and it has outperformed FA in addition to PSO and ACO forthe selected Data sets and employed models.","Towards 1 Gbps/UE in Cellular Systems: Understanding Ultra-Dense Small
  Cell Deployments",Network Densification and its Impact on Ultra-Dense Small Cell Deployments,0.41666666666666663,0.23769263662838702
"  We investigate theoretically the anisotropic electronic and optical behaviorsof a monolayer black phosphorus (phosphorene) modulated by periodic potentialsuperlattices in arbitrary directions. We demonstrate that different strengthand orientation of the phosphorene potential superlattice can give rise todistinct energy spectra, i.e., tuning the intrinsic electronic anisotropy.Accordingly, the anisotropic effective mass, and optical absorption modulatedby superlattice strength and orientation are addressed systematically. Thisfeature enables tuning capability more than one order of magnitude in theoptical absorption spectrum. Our findings should be useful in buildingphosphorene optical and (opto)electronic devices by applying external potentialsuperlattice.","Growth and order of automorphisms of free groups and free Burnside
  groups",On the exponential growth of free groups,0.4210526315789474,0.201267033117133
"  We present the electromagnetic design study of a multi cell, \beta_g= 0.9,650 MHz elliptic superconducting radiofrequency cavity, which can be used foraccelerating H- particles in the linear accelerator part of a SpallationNeutron source. The design has been optimized for maximum achievableacceleration gradient by varying the geometry parameters of the cavity, forwhich a simple and general procedure is evolved that we describe in the paper.For the optimized geometry, we have studied the higher order modes supported bythe cavity, and the threshold current for the excitation of the regenerativebeam break up instability due to dipole modes has been estimated. Lorentz forcedetuning studies have also been performed for the optimized design and thecalculations are presented to find the optimum location of the stiffener ringto compensate for the Lorentz force detuning.","Stationary solutions of discrete and continuous Petri nets with
  priorities",Continuous Petri nets with priorities rules,0.625,0.2608840516436559
"  We report the first measurement of the differential cross section on$\phi$-meson photoproduction from deuterium near the production threshold for aproton using the CLAS detector and a tagged-photon beam in Hall B at JeffersonLab. The measurement was carried out by a triple coincidence detection of aproton, $K^+$ and $K^-$ near the theoretical production threshold of 1.57 GeV.The extracted differential cross sections $\frac{d\sigma}{dt}$ for the initialphoton energy from 1.65-1.75 GeV are consistent with predictions based on aquasifree mechanism. This experiment establishes a baseline for a futureexperimental search for an exotic $\phi$-N bound state from heavier nucleartargets utilizing subthreshold/near-threshold production of $\phi$ mesons.","Concept Trees: Building Dynamic Concepts from Semi-Structured Data using
  Nature-Inspired Methods",Creating Structures from Heterogeneous Sources,0.1111111111111111,0.20142070913129906
"  We use the canonical Hamiltonian formalism to generalize to spinning pointparticles the first law of mechanics established for binary systems ofnon-spinning point masses moving on circular orbits [Le Tiec, Blanchet, andWhiting, Phys. Rev. D 85, 064039 (2012)]. We find that the redshift observableof each particle is related in a very simple manner to the canonicalHamiltonian and, more generally, to a class of Fokker-type Hamiltonians. Ourresults are valid through linear order in the spin of each particle, but holdalso for quadratic couplings between the spins of different particles. Theknowledge of spin effects in the Hamiltonian allows us to compute spin-orbitterms in the redshift variable through 2.5PN order, for circular orbits andspins aligned or anti-aligned with the orbital angular momentum. To describeextended bodies such as black holes, we supplement the first law for spinningpoint-particle binaries with some ""constitutive relations"" that can be used fordiagnosis of spin measurements in quasi-equilibrium initial data.",On structure formation from a small-scales-interacting dark sector,"A cosmological model with a strong interaction between dark matter and dark
  energy",0.2608695652173913,0.6262844962765469
"  In Ultrasound (US) imaging, Delay and Sum (DAS) is the most commonbeamformer, but it leads to low quality images. Delay Multiply and Sum (DMAS)was introduced to address this problem. However, the reconstructed images usingDMAS still suffer from level of sidelobes and low noise suppression. In thispaper, a novel beamforming algorithm is introduced based on the expansion ofDMAS formula. It is shown that there is a DAS algebra inside the expansion, andit is proposed to use DMAS instead of the DAS algebra. The introduced method,namely Double Stage DMAS (DS-DMAS), is evaluated numerically andexperimentally. The quantitative results indicate that DS-DMAS results in about25% lower level of sidelobes compared to DMAS. Moreover, the introduced methodleads to 23%, 22% and 43% improvement in Signal-to-Noise Ratio,Full-Width-Half-Maximum and Contrast Ratio, respectively, in comparison withDMAS beamformer.",Accessible Interactive Maps for Visually Impaired Users,Interactive Tactile Maps for Visually Impaired Users,0.8571428571428571,0.6434588841607617
"  In a previous paper [ arXiv:1508.03269 ] we described the techniques wesuccessfully employed for automatically reconstructing the whole move sequenceof a Go game by means of a set of pictures. Now we describe how it is possibleto reconstruct the move sequence by means of a video stream (which may beprovided by an unattended webcam), possibly in real-time. Although the basicalgorithms remain the same, we will discuss the new problems that arise whendealing with videos, with special care for the ones that could block areal-time analysis and require an improvement of our previous techniques oreven a completely brand new approach. Eventually we present a number ofpreliminary but positive experimental results supporting the effectiveness ofthe software we are developing, built on the ideas here outlined.","Towards A Robot Explanation System: A Survey and Our Approach to State
  Summarization, Storage and Querying, and Human Interface",A holistic robot explanation system,0.3333333333333333,0.04066613982562359
  We study the self-normalized sums of independent random variables from theperspective of the Malliavin calculus. We give the chaotic expansion for themand we prove a Berry-Ess\'een bound with respect to several distances.,Noether's Charge in the Super-Group Field Cosmology,The Third Quantization of Super-Group Field Cosmology,0.5882352941176471,0.4111336169005197
"  The review-based recommender systems are commonly utilized to measure userspreferences towards different items. In this paper, we focus on addressingthree main problems existing in the review-based methods. Firstly, thesemethods suffer from the class-imbalanced problem where rating levels with lowerproportions will be ignored to some extent. Thus, their performance onrelatively rare rating levels is unsatisfactory. As the first attempt in thisfield to address this problem, we propose a flexible dual-optimizer model togain robustness from both regression loss and classification loss. Secondly, toaddress the problem caused by the insufficient contextual informationextraction ability of word embedding, we first introduce BERT into thereview-based method to improve the performance of the semantic analysis.Thirdly, the existing methods ignore the feature information of thetime-varying user preferences. Therefore, we propose a time-varying featureextraction module with bidirectional long short-term memory and multi-scaleconvolutional neural network. Afterward, an interaction component is proposedto further summarize the contextual information of the user-item pairs. Toverify the effectiveness of the proposed TADO, we conduct extensive experimentson 23 benchmark datasets selected from Amazon Product Reviews. Compared withseveral recently proposed state-of-the-art methods, our model obtainssignificant gain over ALFM, MPCN, and ANR averagely with 20.98\%, 9.84\%, and15.46\%, respectively. Further analysis proves the necessity of jointly usingthe proposed components in TADO.",A central limit theorem for time-dependent dynamical systems,"Martingale approximation for memory loss in time-dependent
  maps of the interval",0.28571428571428575,0.6529942057256104
"  We investigate learning heuristics for domain-specific planning. Prior workframed learning a heuristic as an ordinary regression problem. However, in agreedy best-first search, the ordering of states induced by a heuristic is moreindicative of the resulting planner's performance than mean squared error.Thus, we instead frame learning a heuristic as a learning to rank problem whichwe solve using a RankSVM formulation. Additionally, we introduce new methodsfor computing features that capture temporal interactions in an approximateplan. Our experiments on recent International Planning Competition problemsshow that the RankSVM learned heuristics outperform both the originalheuristics and heuristics learned through ordinary regression.","Toward a Consistent Framework for High Order Mesh Refinement Schemes in
  Numerical Relativity",A fourth order stable mesh refinement scheme with sub-cycling,0.4347826086956522,0
"  Hyperbolic programming is the problem of computing the infimum of a linearfunction when restricted to the hyperbolicity cone of a hyperbolic polynomial,a generalization of semidefinite programming. We propose an approach based onsymbolic computation, relying on the multiplicity structure of the algebraicboundary of the cone, without the assumption of determinantal representability.This allows us to design exact algorithms able to certify the multiplicity ofthe solution and the optimal value of the linear function.","B physics constraints on a flavor symmetric scalar model to account for
  the ttbar asymmetry and Wjj excess at CDF",Top quark forward-backward asymmetry and dijet anomaly at CDF,0.26666666666666666,0.1700728564213283
"  The proper understanding of the electromagnetic counterpart of gravity-wavesemitters is of serious interest to the multimessenger astronomy. In thisarticle, we study the numerical stability of the quasinormal modes (QNM) andquasibound modes (QBM) obtained as solutions of the Teukolsky Angular Equationand the Teukolsky Radial Equation with appropriate boundary conditions. We usethe epsilon-method for the system featuring the confluent Heun functions tostudy the stability of the spectra with respect to changes in the radialvariable. We find that the QNM and QBM are stable in certain regions of thecomplex plane, just as expected, while the third ""spurious"" spectrum was foundto be numerically unstable and thus unphysical. This analysis shows theimportance of understanding the numerical results in the framework of thetheory of the confluent Heun functions, in order to be able to distinguish thephysical spectra from the numerical artifacts.","Numerical Investigation of Soot Formation in Turbulent Diffusion Flame
  with Strong Turbulence Chemistry Interaction","The effect of radiation and turbulence-chemistry interactions on the
  soot volume fraction in",0.2857142857142857,0.579915067709191
"  We study nonlocality tests in which each party performs photodetection andhomodyne measurements. The results of such measurements are dichotomized and aClauser-Horne-Shimony-Holt (CHSH) inequality is used. We prove that in thisscenario the maximal violation is attainable and fully characterize the set ofmaximally violating states. If we restrict our search to states composed by atmost 2, 4, and 6 photons per mode, we find critical photodetection efficienciesof 0.48, 0.36, and 0.29. We also found an entangled variation of the famous catstates that has critical efficiency 0.32. These values are well within thelimit of current photodetector technology, which suggests the present approachas a road for a loophole-free Bell experiment.","A Holographic Diffuser Generalised Optical Differentiation Wavefront
  Sensor",Holographic diffusers for high dynamic range wavefrontsensors,0.26666666666666666,0.5329462628216854
"  The purpose of this paper is to study conflicting objectives between the gridoperator and consumers in a future smart grid. Traditionally, customers inelectricity grids have different demand profiles and it is generally assumedthat the grid has to match and satisfy the demand profiles of all its users.However, for system operators and electricity producers, it is usually mostdesirable, convenient and cost effective to keep electricity production at aconstant rate. The temporal variability of electricity demand forces powergenerators, especially load following and peaking plants to constantlymanipulate electricity production away from a steady operating point.",On Adaptive-Multilevel BDDC,Adaptive and multilevel methods for linear elasticity,0.36363636363636365,0
"  Studying the hidden-charm dipion decays of the charmoniumlike state Y(4360),we show that there exist charged charmoniumlike structures near $D\bar{D}^*$and $D^*\bar{D}^*$ thresholds in the $J/\psi\pi^+$, $\psi(2S)\pi^+$ and$h_c(1P)\pi^+$ invariant mass spectra of the corresponding hidden-charm dipiondecays of Y(4360) using the {\it{Initial Single Pion Emission} mechanism}. Wesuggest to do further experimental study on these predicted charged enhancementstructures, especially by BESIII, Belle, and the forthcoming BelleII.","Subsiding routing misbehavior in MANET using ""Mirror Model""",Mirror Model for Noncooperation in MANETs,0.28571428571428575,0.45782273986766686
"  Black Phosphorus (BP) is an excellent material for post graphene era due toits layer dependent band gap, high mobility and high Ion/Ioff. However, itspoor stability in ambient poses a great challenge in its practical andlong-term usage. Optical visualization of oxidized BP is the key and foremoststep for its successful passivation from the ambience. Here, we have done asystematic study of the oxidation of BP and developed a technique to opticallyidentify the oxidation of BP using Liquid Crystal (LC). Interestingly we foundthat rapid oxidation of thin layers of BP makes them disappear and can beenvisaged by using the alignment of LC. The molecular dynamics simulations alsoproved the preferential alignment of LC on oxidized BP. We believe that thissimple technique will be effective in passivation efforts of BP and will enableit for exploitation of its properties in the field of electronics.",Direct numerical simulation of water-ethanol flows in a T-mixer,Numerical simulation of two-fluid mixing dynamics,0.33333333333333326,0.3081980909598119
  Reversible Peres gates with more than two all over binary-valued controlsignals are discussed. Methods are disclosed for the low cost realization ofthis kind of Peres gates without requiring ancillary lines. Proper distributionof the controlled gates and their inverses allow driving the reversible Peresgate with control signals of different polarities.,Gas Accretion and Angular Momentum,"The role of gas accretion in the acquisition of angular momentum in
  gaseous hal",0.4210526315789473,0
"  The effects of dislocation climb on plastic deformation during loading andunloading are studied using a two-dimensional discrete dislocation dynamicsmodel. Simulations are performed for polycrystalline thin films passivated onboth surfaces. Dislocation climb lowers the overall level of the stress insidethin films and reduces the work hardening rate. Climb decreases the density ofdislocations in pile-ups and reduces back stresses. These factors result in asmaller Bauschinger effect on unloading compared to simulations without climb.As dislocations continue to climb at the onset of unloading and the dislocationdensity continues to increase, the initial unloading slope increases withdecreasing unloading rate. Because climb disperses dislocations, fewerdislocations are annihilated during unloading, leading to a higher dislocationdensity at the end of the unloading step.","Simplified modeling of cluster-shell competition in $^{20}$Ne and
  $^{24}$Mg",Generator Coordinate Method for the Cluster-Shell Competition in $^{20}$Ne and,0.5833333333333334,0.3021375397356768
"  Heuristics are crucial tools in decreasing search effort in varied fields ofAI. In order to be effective, a heuristic must be efficient to compute, as wellas provide useful information to the search algorithm. However, some well-knownheuristics which do well in reducing backtracking are so heavy that the gain ofdeploying them in a search algorithm might be outweighed by their overhead.  We propose a rational metareasoning approach to decide when to deployheuristics, using CSP backtracking search as a case study. In particular, avalue of information approach is taken to adaptive deployment of solution-countestimation heuristics for value ordering. Empirical results show that indeedthe proposed mechanism successfully balances the tradeoff between decreasingbacktracking and heuristic computational overhead, resulting in a significantoverall search time reduction.",Pulsating stars -- plethora of variables and observational tasks,Photometry of stellar oscillations,0.16666666666666666,0.2025894847023147
  This letter proposes a fast identification algorithm for Wiener-Hammersteinsystems. The computational cost of separating the front and the back lineartime invariant block dynamics is significantly improved by using discreteoptimization. The discrete optimization is implemented as a genetic algorithm.Numerical results confirm the efficiency and accuracy of the proposed approach.,"Proper Eighth-Order Vacuum-Polarization Function and its Contribution to
  the Tenth-Order Lepton g-2","The Feynman-parametric representation of the vacuum-polarization function
  containing",0.23076923076923075,0.36064528799877893
"  We investigate the cosmic thermal evolution with a vacuum energy which decaysinto photon at the low-redshift. We assume that the vacuum energy is a functionof the scale factor that increases toward the early universe. We put on theconstraints using recent observations of both type Ia supernovae (SNIa) byUnion-2 compilation and the cosmic microwave background (CMB) temperature atthe range of the redshift 0.01 < z < 3. From SNIa, we find that the effects ofa decaying vacuum energy on the cosmic expansion rate should be very small butcould be possible for z < 1.5. On the other hand, we obtain the severeconstraints for parameters from the CMB temperature observations. Although thetemperature can be still lower than the case of the standard cosmologicalmodel, it should only affect the thermal evolution at the early epoch.",Self-Representation on Twitter Using Emoji Skin Color Modifiers,A Quantitative Analysis of the Use of Skin Tone Modifiers on Emojis,0.28571428571428575,0.7071067811865476
"  This paper outlines a comprehensive model to increase system efficiency,preserve network bandwidth, monitor incoming and outgoing packets, ensure thesecurity of confidential files and reduce power wastage in an organization.This model illustrates the use and potential application of a Network AnalysisTool (NAT) in a multi-computer set-up of any scale. The model is designed torun in the background and not hamper any currently executing applications,while using minimum system resources. It was developed as open source software,using VB. Net, with a view to overcoming limitations of legacy systems andfinancial restrictions in small-to mid-level organizations like businesses andeducational institutes. It is fully-customizable and serves as a simple andopen-source alternative to existing software. The NAT relies on simpleclient-server architecture and uses remote access to monitor and maintain thecomputers on a network, for example logging off a user or shutting down acomputer after a certain ""idle"" time, enabling and disabling applications,troubleshooting and so on. The NAT was tested in a laboratory and resultantdata is presented, along with the results of a survey that was conducted amongusers.","A quality of experience-aware cross-layer architecture for optimizing
  video streaming services",A Cross-Layer Architecture for Video Streaming,0.7000000000000001,0.3302232277439296
"  We consider the kinetic theory of the quantum and classical Toda latticemodels. A kinetic equation of Bethe-Boltzmann type is derived for thedistribution function of conserved quasiparticles. Near the classical limit, weshow that the kinetic theory depends smoothly on Planck's constant, andexplicitly characterise the leading quantum corrections to classical behaviour.The classical kinetic theory is compared with direct numerical simulations andshows excellent agreement. Finally, we connect the Bethe-Boltzmann approachwith the classical inverse scattering method, by identifying conservedquasiparticles with the spectrum of the Lax matrix.",Just Like the Real Thing: Fast Weak Simulation of Quantum Computation,Weak Simulations for Quantum Computation,0.5000000000000001,0.18744309064137757
"  We review the status of three-dimensional ""general massive gravity"" (GMG) inits linearization about an anti-de Sitter (adS) vacuum, focusing on criticalpoints in parameter space that yield generalizations of ""chiral gravity"". Wethen show how these results extend to N=1 super-GMG, expanded about asupersymmetric adS vacuum, and also to the most general `curvature-squared' N=1supergravity model.","Impact of channel partitioning and relay placement on resource
  allocation in OFDMA Cellular networks",A Study on the Quality of Service of Cellular Edge Users,0.16,0.5501589630653061
"  We investigate properties of the Generator Coordinate Method (GCM) on acollective basis of Antisymmetrized Quasi-Cluster (AQC) states to describe thecluster-shell competition in $^{20}$Ne and $^{24}$Mg due to the spin-orbitinteraction. By introducing a single additional parameter in theantisymmetrized-cluster basis function, a continuous transformation of the$\alpha$ cluster(s) into independent nucleons can be described. We apply thisGCM trial wave function to study in details the transition from cluster states$[ ^{16}$O+$\alpha ]$ and $[ ^{16}$O+$\alpha + \alpha]$ to shell model (SM)states $[ ^{16}$O+${\rm 4N} ]$ and $[ ^{16}$O+${\rm 8N} ]$, respectively. Anoptimal value of the strength of the spin-orbit interaction is deduced byreproducing level spacing in $^{20}$Ne. A possible connection to the grouptheoretical understanding of the cluster-shell configuration transition is alsodiscussed.","Tevatron Asymmetry of Tops in a W',Z' Model",Asymmetric Left-Right Model,0.15384615384615383,0.14351442318493668
"  Undoubtedly, the MapReduce is the most powerful programming paradigm indistributed computing. The enhancement of the MapReduce is essential and it canlead the computing faster. Therefore, here are many scheduling algorithms todiscuss based on their characteristics. Moreover, there are many shortcoming todiscover in this field. In this article, we present the state-of-the-artscheduling algorithm to enhance the understanding of the algorithms. Thealgorithms are presented systematically such that there can be many futurepossibilities in scheduling algorithm through this article. In this paper, weprovide in-depth insight on the MapReduce scheduling algorithm. In addition, wediscuss various issues of MapReduce scheduler developed for large-scalecomputing as well as heterogeneous environment.",Improving LSST Photometric Calibration with Gaia Data,Gaia G-band photometry for LSST calibration,0.2857142857142857,0.6431870218238024
"  This paper describes multimodal machine translation systems developed jointlyby Oregon State University and Baidu Research for WMT 2018 Shared Task onmultimodal translation. In this paper, we introduce a simple approach toincorporate image information by feeding image features to the decoder side. Wealso explore different sequence level training methods including scheduledsampling and reinforcement learning which lead to substantial improvements. Oursystems ensemble several models using different architectures and trainingmethods and achieve the best performance for three subtasks: En-De and En-Cs intask 1 and (En+De+Fr)-Cs task 1B.",Rings That Are Morita Equivalent to Their Opposites,On the equivalence of the Morita and Azumaya algebras,0.11764705882352941,0.5773502691896257
"  We report a systematic investigation of the magnetic and magnetocaloricproperties of Dy5Pd2 and Dy5PdNi. Our study on these compounds gave evidencethat they exhibit complex magnetic behaviour along with the presence ofglass-like magnetic phase. Furthermore, in these compounds both second orderand first order phase transitions were present, which were validated throughArrott plots and Landau parameter analysis. AC susceptibility along with timedependent magnetisation study has confirmed the presence of double clusterglass-like freezing in both Dy5Pd2 and Dy5PdNi. These compounds showsignificant value of isothermal entropy change and relative cooling power andthese values increased with Ni substitution. Beside conventional magnetocaloriceffect, inverse magnetocaloric effect was noted in these compounds, which mightarise due to the presence of complex non-equilibrium magnetic state. Along withthese compounds a universal characteristic curve involving two other members ofR5Pd2 family i.e. Er5Pd2 and Tb5Pd2 was constructed. The master curvereaffirmed the presence of both second and first order magnetic phasetransition in such compounds which were in analogy to our results of Arrottplots and Landau parameter analysis. Additionally, magnetic entropy changefollowed the power law and the obtained exponent values indicated the presenceof mixed magnetic interactions in these compounds.",Interfilament Resistance at 77 K in Striated HTS Coated Conductors,Transverse resistance of HTS coated conductor tapes,0.47058823529411764,0.4004970149398301
"  We give an estimate for the upper bounds on rates of lepton flavor violating(LFV) decays M to mu(pm) + e(mp) of vector mesons M = rho0, omega, phi, J/psi,Upsilon and the Z0 boson in a model independent way, analyzing thecorresponding lowest dimension effective operators. These operators alsocontribute to nuclear mu-e-conversion. Based on this observation and using theexisting experimental limits on this LFV nuclear process, we show that thestudied two-body LFV decays of vector bosons are strongly suppressedindependent on the explicit realization of new physics. The upper limits on therates of some of these decays are significantly more stringent than similarlimits known in the literature. In view of these results experimentalobservation of the two-body LFV decays of vector bosons looks presentlyunrealistic.",Bifurcations in Boolean Networks,"On the attractor structure of synchronous and asynchronous Boolean
  networks",0.28571428571428575,0.5623413251903491
"  Since 2015, it has been possible to modify certain emoji with a skin tone.The five different skin tones were introduced with the aim of representing morehuman diversity, but some commentators feared they might be used as a way tonegatively represent other users/groups. This paper presents a quantitativeanalysis of the use of skin tone modifiers on emoji on Twitter, showing thatusers with darker-skinned profile photos employ them more often than users withlighter-skinned profile photos, and the vast majority of skin tone usagematches the color of a user's profile photo - i.e., tones represent the self,rather than the other. In the few cases where users do use opposite-tonedemoji, we find no evidence of negative racial sentiment. Thus, the introductionof skin tones seems to have met the goal of better representing humandiversity.","Determining accurate measurements of the growth rate from the galaxy
  correlation function in simulations","Measurement of the growth rate from redshift-spaced
  galaxy correlation functions",0.7200000000000001,0.30285126832882353
